customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
TS53809,Oregon,M,Bachelor,709891,0,70,0,Personal Auto,Two-Door Car,350
ZV32120,California,M,Doctor,397135,23599,103,0,Corporate Auto,SUV,494
FB80807,Oregon,M,Bachelor,552821,36088,72,0,Personal Auto,Four-Door Car,346
AS55677,California,F,High School or Below,833900,70534,104,0,Personal Auto,Four-Door Car,54
WA15684,Oregon,M,College,3844586,27398,125,1,Personal Auto,SUV,600
SA50567,Nevada,M,Bachelor,544856,85296,68,0,Personal Auto,Four-Door Car,343
KJ31611,Arizona,M,High School or Below,1080807,31063,92,0,Personal Auto,Four-Door Car,442
VL37375,California,M,Bachelor,618510,0,92,0,Personal Auto,Two-Door Car,1027
KN21017,Nevada,M,High School or Below,320823,52367,81,0,Personal Auto,Four-Door Car,276
PX44289,Arizona,M,College,548010,58651,71,0,Personal Auto,Four-Door Car,473
AM97901,Nevada,F,College,2298615,84831,192,0,Special Auto,Luxury,1337
RE42925,Oregon,M,Bachelor,1310793,49088,114,1,Corporate Auto,SUV,547
TR81766,California,F,College,746293,70263,93,0,Corporate Auto,Two-Door Car,7
CH85057,Oregon,F,Doctor,1146399,45354,285,0,Personal Auto,Luxury,540
UP71482,Arizona,M,High School or Below,723613,0,63,0,Personal Auto,Four-Door Car,383
EG40670,California,F,Bachelor,623269,28334,83,0,Special Auto,Four-Door Car,538
HV83672,Oregon,F,Bachelor,2839333,38772,90,0,Personal Auto,Four-Door Car,322
MG10140,Oregon,F,College,374675,41479,94,1,Personal Auto,Two-Door Car,20
TC44716,California,M,Bachelor,2156934,23909,119,0,Personal Auto,SUV,571
QO65264,California,M,College,501208,48328,63,0,Personal Auto,Two-Door Car,108
EB66698,California,M,High School or Below,337186,86689,85,0,Corporate Auto,Two-Door Car,408
OT52034,California,M,Bachelor,386478,24204,99,1,Personal Auto,Four-Door Car,707
CH85444,Oregon,M,College,414571,25943,110,0,Corporate Auto,Two-Door Car,1067
PU85769,California,M,High School or Below,515607,0,73,0,Personal Auto,Four-Door Car,808
UI73201,California,M,College,366738,62375,92,0,Personal Auto,Two-Door Car,619
SL50592,California,F,High School or Below,783568,0,71,0,Corporate Auto,Four-Door Car,404
XP11075,Arizona,M,Bachelor,1456727,0,148,0,Personal Auto,SUV,710
SI31236,Oregon,M,Bachelor,1017134,70200,65,0,Corporate Auto,Four-Door Car,312
JN26745,Nevada,F,Bachelor,413578,0,112,0,Special Auto,Four-Door Car,708
VK48036,Oregon,F,College,551149,79027,70,0,Corporate Auto,Four-Door Car,336
JX76668,Washington,F,High School or Below,1131424,62935,141,0,Personal Auto,Luxury,232
DS45802,California,F,High School or Below,541462,26893,68,0,Personal Auto,Four-Door Car,68
OA96690,Oregon,F,High School or Below,742159,47406,94,1,Personal Auto,Four-Door Car,287
EM27919,California,M,Bachelor,445811,17622,65,1,Personal Auto,Four-Door Car,312
QO41043,Oregon,F,College,1447612,27572,124,0,Corporate Auto,SUV,595
OV50124,Oregon,F,College,493689,0,72,2,Personal Auto,Two-Door Car,392
PR31642,Oregon,F,Bachelor,452528,32802,114,0,Personal Auto,SUV,547
BU41599,Washington,F,Master,558176,62739,70,0,Personal Auto,Two-Door Car,239
TK30357,California,F,Bachelor,1413435,90844,118,0,Personal Auto,SUV,233
NF31087,Nevada,F,High School or Below,2472318,44685,69,0,Personal Auto,Four-Door Car,331
NH16984,California,F,Bachelor,283807,0,80,0,Personal Auto,Four-Door Car,337
OS75493,California,F,High School or Below,384848,42589,98,0,Corporate Auto,Four-Door Car,470
VT63298,Oregon,M,Bachelor,1950447,0,72,0,Personal Auto,Four-Door Car,346
QS75550,Washington,F,Bachelor,248005,93383,62,0,Corporate Auto,Two-Door Car,244
SZ16483,Arizona,F,High School or Below,436137,79583,109,2,Personal Auto,Four-Door Car,523
VM92311,Arizona,F,High School or Below,252908,89129,64,0,Personal Auto,Four-Door Car,329
NJ46849,Arizona,M,College,250444,0,69,0,Personal Auto,Four-Door Car,497
WZ31900,Oregon,F,Bachelor,864970,94389,107,0,Corporate Auto,SUV,85
RG30482,Oregon,F,College,1366836,0,197,0,Personal Auto,SUV,1418
ZM86949,Oregon,F,High School or Below,2063508,84106,64,0,Personal Auto,Two-Door Car,334
QQ39596,Arizona,F,College,251753,0,69,0,Personal Auto,Four-Door Car,42
FH51383,California,F,High School or Below,532668,76717,66,0,Personal Auto,Two-Door Car,301
BJ53923,Arizona,M,High School or Below,260027,51978,66,0,Corporate Auto,Four-Door Car,145
CZ96653,Oregon,F,Bachelor,853479,47325,107,0,Personal Auto,SUV,65
FB23788,Oregon,M,High School or Below,882884,86721,111,0,Corporate Auto,SUV,533
NT43594,Nevada,F,Bachelor,224845,24910,63,1,Personal Auto,Four-Door Car,348
RJ85627,Washington,F,Bachelor,1230276,43817,62,1,Personal Auto,Four-Door Car,245
KJ86296,Oregon,M,High School or Below,455659,0,73,2,Personal Auto,Four-Door Car,526
PI47776,Oregon,F,Bachelor,253071,89451,63,0,Corporate Auto,Four-Door Car,62
MD73554,California,M,College,525198,59537,66,0,Personal Auto,Two-Door Car,317
UX92071,Oregon,M,High School or Below,674312,0,199,0,Personal Auto,Luxury,955
YG44474,Oregon,M,College,1401472,54193,117,0,Corporate Auto,SUV,721
UH45301,Oregon,M,College,943892,86946,118,0,Personal Auto,Four-Door Car,341
RY92647,California,F,Bachelor,1050677,0,92,0,Personal Auto,Four-Door Car,547
IK12620,Arizona,F,High School or Below,421392,12160,109,0,Personal Auto,Four-Door Car,489
GQ66762,California,M,College,477369,33701,63,0,Personal Auto,Four-Door Car,171
YT69858,Washington,F,Bachelor,544142,85702,67,0,Personal Auto,Two-Door Car,249
XD85577,California,M,Bachelor,284227,69417,73,1,Personal Auto,Four-Door Car,31
TM65736,Oregon,M,Master,305955,38644,78,1,Personal Auto,Four-Door Car,361
VJ51327,California,F,High School or Below,2031500,63209,102,2,Personal Auto,SUV,207
GS98873,Arizona,F,Bachelor,323912,16061,88,0,Personal Auto,Four-Door Car,634
CW49887,California,F,Master,462680,79487,114,0,Special Auto,SUV,547
MY31220,California,F,College,899704,54230,112,0,Personal Auto,Two-Door Car,538
